,funded_amnt_inv,term,int_rate,installment,emp_length,home_ownership,annual_inc,verification_status,purpose,total_pymnt,total_rec_prncp,total_rec_int,last_pymnt_amnt,repay_fail
14128,8000,36,12.69,268.36,5,MORTGAGE,38000,1,debt_consolidation,9660.901021,8000.0,1660.9,279.71,0
14129,6984,36,6.54,214.68,6,MORTGAGE,57000,1,home_improvement,7728.34012,7000.0,728.34,232.01,0
14130,6736,36,6.54,225.41,3,MORTGAGE,78000,1,debt_consolidation,8114.755136,7350.0,764.76,243.58,0
14131,10950,36,9.32,351.42,1,MORTGAGE,105000,0,debt_consolidation,11417.20786,11000.0,417.21,3963.34,0
14132,6400,36,13.85,218.27,3,MORTGAGE,44000,0,credit_card,7857.875984,6400.0,1457.88,226.89,0
14133,33714,60,20.89,944.71,4,OWN,70000,1,other,41902.85759,35000.0,6902.86,31517.59,0
14134,7975,60,16.32,198.36,1,RENT,48500,0,debt_consolidation,8735.837588,8100.0,635.84,7248.32,0
14135,3000,36,12.42,100.25,5,RENT,75500,0,debt_consolidation,3554.053821,3000.0,554.05,1057.15,0
14136,2500,36,7.88,78.21,10,RENT,47544,1,other,2804.776481,2500.0,304.78,539.21,0
14137,5750,36,7.49,186.61,10,RENT,41124,0,debt_consolidation,6527.544361,6000.0,527.54,3369.7,0
14138,13125,36,10.25,453.39,2,MORTGAGE,101004,1,debt_consolidation,16322.98048,14000.0,2322.98,527.68,0
14139,12000,60,19.91,317.33,0,RENT,65000,1,debt_consolidation,14765.70697,12000.0,2765.71,10324.39,0
14140,7000,36,13.11,236.22,10,MORTGAGE,50285,0,home_improvement,8212.371614,7000.0,1212.37,3497.3,0
14141,8750,36,10.99,294.61,4,RENT,44000,1,debt_consolidation,10242.42917,9000.0,1242.43,1569.85,0
14142,17100,60,14.83,406.47,10,RENT,90000,1,debt_consolidation,21208.97196,17150.0,4058.97,12684.48,0
14143,6432,36,5.42,195.29,0,RENT,30000,1,credit_card,6974.018059,6475.0,499.02,2302.19,0
14144,9975,36,16.11,352.12,7,MORTGAGE,45600,1,other,12631.54313,10000.03,2631.51,1719.49,0
14145,14441,36,6.17,457.49,2,OWN,100000,1,medical,16467.61926,15000.0,1467.62,930.11,0
14146,2000,36,6.62,61.41,2,RENT,85000,0,debt_consolidation,2198.495453,2000.0,198.5,58.77,0
14147,4987,36,14.26,171.53,0,MORTGAGE,110000,0,other,6175.023981,5000.0,1175.02,187.72,0
14148,12000,60,15.28,287.25,5,RENT,31200,1,small_business,2225.26,828.94,886.52,287.25,1
14149,3000,36,6.62,92.12,3,RENT,22800,1,medical,3315.960887,3000.0,315.96,100.22,0
14150,7000,36,13.92,238.96,3,OWN,65000,0,major_purchase,8207.947701,7000.0,1207.95,3914.03,0
14151,11578,60,11.86,319.31,7,MORTGAGE,55400,0,major_purchase,16679.48242,14400.0,2279.48,11258.16,0
14152,6900,36,9.32,223.63,9,MORTGAGE,40000,1,debt_consolidation,8050.546151,7000.0,1050.55,243.35,0
14153,3575,60,10.37,77.15,10,MORTGAGE,70000,0,credit_card,920.76,576.36,344.4,77.15,1
14154,24838,36,15.33,870.71,9,MORTGAGE,130000,0,debt_consolidation,31119.60725,25000.0,6119.61,5877.88,0
14155,4000,36,7.4,124.24,0,RENT,36000,0,major_purchase,4472.468915,4000.0,472.47,136.73,0
14156,4975,36,7.14,154.7,10,OWN,100000,0,major_purchase,5536.572307,5000.0,536.57,1370.38,0
14157,9550,60,14.96,228.19,1,RENT,48000,0,debt_consolidation,13669.57671,9600.0,4069.58,1134.89,0
14158,10000,36,17.99,361.48,7,RENT,54000,1,debt_consolidation,12644.14678,10000.0,2644.15,3120.44,0
14159,5000,60,17.19,124.78,0,RENT,24600,1,other,7483.81,5000.0,2483.81,371.35,0
14160,12000,60,18.25,306.36,6,MORTGAGE,119000,0,debt_consolidation,17681.13998,12000.0,5681.14,5140.5,0
14161,10400,36,5.99,316.35,2,MORTGAGE,48000,0,debt_consolidation,10897.53141,10400.0,497.53,7734.39,0
14162,8000,60,13.98,186.07,5,OWN,32000,1,credit_card,10664.5052,8000.0,2664.51,3789.59,0
14163,5000,36,7.88,156.41,10,MORTGAGE,70000,0,home_improvement,1405.08,1139.74,265.34,156.41,1
14164,7500,36,16.49,265.5,0,RENT,44604,0,debt_consolidation,9591.867883,7500.0,2061.87,282.87,0
14165,9200,36,7.49,286.14,10,RENT,29000,0,credit_card,3250.18,2346.81,509.57,286.14,1
14166,15000,36,15.27,521.97,3,RENT,70000,1,debt_consolidation,1852.91,664.53,376.47,521.97,1
14167,6150,36,18.61,241.55,0,MORTGAGE,155000,0,home_improvement,1466.1,567.71,397.53,241.55,1
14168,23950,36,16.45,849.12,3,RENT,68250,1,debt_consolidation,10189.39,6721.35,3448.65,849.12,1
14169,3000,60,15.28,71.82,2,RENT,22951,1,major_purchase,3362.067873,3000.0,362.07,2718.29,0
14170,22200,36,12.42,743.49,6,MORTGAGE,135000,1,debt_consolidation,23748.62175,22250.0,1498.62,19293.35,0
14171,6000,36,6.99,185.24,2,MORTGAGE,40000,1,debt_consolidation,6658.232969,6000.0,658.23,923.07,0
14173,27300,36,10.99,896.92,6,MORTGAGE,108000,1,credit_card,31574.68971,27400.0,4174.69,11882.23,0
14174,2000,36,7.9,62.59,3,MORTGAGE,40000,0,home_improvement,2013.37,2000.0,13.37,2013.61,0
14175,10800,60,15.99,262.58,1,RENT,40000,1,other,15643.71998,10800.0,4843.72,2252.14,0
14176,4925,36,7.29,155.05,3,RENT,41500,1,major_purchase,5581.772363,5000.0,581.77,170.16,0
14177,7549,36,9.63,320.95,10,MORTGAGE,90000,0,other,4799.09,3543.62,942.73,320.95,1
14178,4550,36,13.72,154.9,4,RENT,20664,1,vacation,5256.750754,4550.0,706.75,12.24,0
14179,2000,36,15.33,69.66,1,RENT,24500,1,other,89.82,0.0,0.0,0.0,1
14180,23975,36,11.99,797.03,3,RENT,100300,1,debt_consolidation,28528.36566,24000.0,4528.37,1434.33,0
14181,15613,60,11.86,354.79,8,MORTGAGE,74000,1,debt_consolidation,20665.39746,16000.0,4665.4,6509.89,0
14182,2000,36,10.99,65.47,2,OWN,54000,0,home_improvement,2420.025471,2000.0,420.03,137.88,0
14183,14500,36,15.57,506.71,6,RENT,48000,1,debt_consolidation,13173.5,9761.88,3392.56,506.71,1
14184,22975,60,21.36,626.9,10,MORTGAGE,65000,1,debt_consolidation,35966.74588,23000.0,12966.75,10276.3,0
14185,10000,36,13.43,339.02,2,MORTGAGE,91092,1,debt_consolidation,12204.47329,10000.0,2204.47,374.54,0
14186,24381,36,10.25,809.62,8,MORTGAGE,87700,1,debt_consolidation,28252.05407,25000.0,3252.05,12933.23,0
14187,12000,36,10.37,389.3,0,RENT,85000,1,credit_card,14015.92169,11999.97,2015.95,399.82,0
14188,12000,60,16.45,294.7,10,RENT,90672,1,house,13157.33,945.11,1115.99,589.4,1
14189,6950,36,13.22,243.37,1,RENT,40000,0,debt_consolidation,8688.572412,7200.0,1488.57,1882.07,0
14191,7200,36,13.49,244.3,1,RENT,60000,1,debt_consolidation,8523.21827,7200.0,1323.22,3411.15,0
14192,7850,60,13.98,186.07,8,MORTGAGE,115000,0,major_purchase,10083.89283,8000.0,2083.89,2481.32,0
14193,10400,36,15.62,363.69,4,MORTGAGE,112500,0,credit_card,12010.18559,10400.0,1610.19,7290.5,0
14194,8975,36,7.51,311.1,0,MORTGAGE,125000,0,major_purchase,10240.99775,10000.0,241.0,4.81,0
14195,3000,36,16.89,106.8,5,RENT,60000,0,medical,2411.69,1678.19,657.51,106.8,1
14196,11976,36,13.85,409.26,0,RENT,28000,1,small_business,1730.73,820.95,405.72,409.26,1
14197,13000,36,10.59,423.09,7,RENT,67000,1,debt_consolidation,5069.04,3879.22,1189.82,423.09,1
14198,2000,36,7.9,62.59,1,RENT,61000,0,debt_consolidation,2252.855815,2000.0,252.86,66.08,0
14199,22450,36,10.99,736.52,3,OWN,92000,1,wedding,22961.67078,22500.0,461.67,6030.42,0
14200,3750,36,9.99,129.05,3,MORTGAGE,40000,1,debt_consolidation,3977.55,3232.75,620.77,129.05,1
14201,3081,36,11.58,118.85,5,OWN,33000,0,major_purchase,4278.547664,3600.0,678.55,123.32,0
14202,12451,36,15.33,435.36,5,OWN,75000,0,debt_consolidation,15674.79603,12500.0,3174.8,447.18,0
14203,14700,36,16.07,527.91,10,MORTGAGE,80000,1,home_improvement,18243.59721,15000.0,3217.2,7688.24,0
14204,11625,36,12.42,400.99,10,MORTGAGE,73527,1,debt_consolidation,14435.3454,12000.0,2435.35,419.19,0
14206,6000,36,12.61,201.04,0,RENT,45000,0,debt_consolidation,7237.622955,6000.0,1237.62,234.42,0
14207,14975,60,13.98,348.87,10,RENT,60000,1,debt_consolidation,20090.27207,15000.0,5072.83,6824.49,0
14208,19525,36,11.48,652.78,10,RENT,116000,1,debt_consolidation,23531.17198,19800.0,3700.17,62.22,0
14209,12250,36,10.36,398.16,3,MORTGAGE,66000,1,home_improvement,13218.57592,12275.0,943.58,9638.55,0
14210,24225,36,12.53,811.56,1,RENT,200000,1,debt_consolidation,27565.43642,24250.0,3315.44,15410.96,0
14211,285,36,9.76,96.47,6,RENT,45996,0,major_purchase,3472.665204,3000.0,472.67,97.17,0
14212,5000,36,5.79,151.64,3,MORTGAGE,45000,1,major_purchase,5459.123902,5000.0,459.12,181.04,0
14213,1475,36,11.48,49.46,0,RENT,18000,0,other,211.0,106.02,41.94,49.46,1
14214,13950,60,10.0,297.46,4,MORTGAGE,136000,0,debt_consolidation,16360.15482,14000.0,2360.15,9528.6,0
14215,12000,60,17.27,299.98,5,MORTGAGE,65000,1,debt_consolidation,16735.45998,12000.0,4735.46,6855.85,0
14216,7200,36,10.0,250.08,10,MORTGAGE,62000,1,debt_consolidation,8946.258731,7750.0,1196.26,1964.06,0
14217,33918,60,21.67,960.11,4,MORTGAGE,165000,1,debt_consolidation,42723.9653,35000.0,7723.97,31208.16,0
14218,8000,36,6.99,246.99,9,MORTGAGE,69912,1,credit_card,8891.248716,8000.0,891.25,259.55,0
14219,29725,60,12.42,673.72,7,MORTGAGE,190000,1,home_improvement,11451.62,6704.28,4733.32,673.72,1
14220,24875,36,12.73,839.16,7,MORTGAGE,110004,1,debt_consolidation,30081.64518,25000.0,5081.65,5001.05,0
14221,15975,36,7.9,500.65,6,MORTGAGE,68000,1,debt_consolidation,17999.809,16000.0,1999.81,486.86,0
14222,10000,36,6.62,307.04,2,MORTGAGE,65000,1,debt_consolidation,11053.31,10000.0,1053.31,326.35,0
14223,8108,36,10.25,276.89,5,RENT,42000,0,debt_consolidation,6294.81,4896.08,1177.02,276.89,1
14224,20000,36,15.33,696.57,3,RENT,65004,1,debt_consolidation,20468.29328,20000.0,468.29,482.82,0
14225,18260,36,7.88,625.63,10,MORTGAGE,76000,1,debt_consolidation,22047.27832,20000.0,2047.28,9544.15,0
14226,5800,36,14.54,199.76,7,RENT,45000,1,debt_consolidation,7039.916778,5800.0,1239.92,2249.65,0
14227,2100,36,14.65,72.44,5,RENT,60000,1,major_purchase,2608.612559,2100.0,508.61,2.33,0
14229,27198,60,15.99,680.76,10,MORTGAGE,85000,1,debt_consolidation,37817.44503,28000.0,9817.45,16073.48,0
14230,10000,36,13.48,339.25,3,RENT,64600,0,debt_consolidation,10916.59581,10000.0,916.6,8210.32,0
14231,8000,36,5.99,243.34,1,RENT,42000,0,credit_card,8414.297123,8000.0,414.3,4496.22,0
14232,9258,60,17.06,238.9,3,RENT,26000,0,debt_consolidation,9714.8,5102.0,3954.54,238.9,1
14234,2700,36,6.76,83.08,4,MORTGAGE,66000,1,major_purchase,2955.024514,2700.0,255.02,1047.81,0
14235,6000,36,14.27,205.86,7,RENT,30000,0,credit_card,6528.97,4997.41,1372.03,205.86,1
14236,16000,36,11.83,533.46,0,RENT,70000,0,debt_consolidation,19204.40751,16100.0,3104.41,572.99,0
14237,4750,36,9.32,159.74,10,MORTGAGE,50004,0,other,5319.443379,5000.0,289.45,115.06,0
14238,6800,36,11.71,224.92,7,RENT,64000,1,debt_consolidation,8096.974146,6800.0,1296.97,243.28,0
14239,5000,36,14.65,172.48,0,OWN,75000,1,debt_consolidation,5737.194007,5000.0,737.19,419.03,0
14240,10000,36,5.99,304.18,10,MORTGAGE,60000,0,wedding,10146.57668,10000.0,146.58,1322.41,0
14241,3100,36,7.51,96.45,5,MORTGAGE,32000,1,credit_card,2721.58,2243.06,343.0,96.45,1
14242,10175,36,12.69,341.32,10,MORTGAGE,45136,0,credit_card,10965.1328,10175.0,790.13,8579.72,0
14243,15550,60,11.49,344.66,10,MORTGAGE,200004,1,debt_consolidation,18410.83022,15675.0,2735.83,11545.16,0
14244,23900,60,15.99,583.51,1,RENT,100000,1,debt_consolidation,29430.14121,24000.0,5430.14,18951.87,0
14245,18000,36,11.99,597.78,5,MORTGAGE,156000,1,debt_consolidation,21525.57386,18000.0,3525.57,1203.63,0
14246,3000,36,15.62,104.91,8,MORTGAGE,65000,1,other,3776.720974,3000.0,776.72,111.53,0
14247,15950,36,14.35,549.57,10,OWN,70000,0,debt_consolidation,19785.51357,16000.0,3785.51,599.65,0
14248,8815,36,12.21,374.8,10,MORTGAGE,69996,1,debt_consolidation,13492.45203,11250.0,2242.45,383.5,0
14249,20000,60,16.4,490.63,9,MORTGAGE,55000,1,debt_consolidation,29473.63,20000.0,9424.57,1458.66,0
14250,1394,36,10.08,161.53,6,OWN,48000,0,credit_card,5810.79372,4999.99,810.8,480.9,0
14251,12400,36,6.92,385.51,10,MORTGAGE,60000,0,other,13878.22677,12500.0,1378.23,397.95,0
14252,9875,60,11.86,221.74,10,MORTGAGE,55000,1,debt_consolidation,7759.94,5087.1,2672.84,34.3,1
14253,11815,60,11.86,266.09,2,MORTGAGE,72000,0,debt_consolidation,15350.39175,12000.0,3350.4,5527.65,0
14254,21865,60,11.49,485.38,7,MORTGAGE,91000,1,debt_consolidation,27588.65,20596.14,6992.51,485.38,0
14255,8475,36,6.54,261.44,2,RENT,51600,0,debt_consolidation,8890.381565,8525.0,365.38,28.85,0
14256,12600,60,13.49,289.86,6,RENT,32000,0,debt_consolidation,17316.38001,12600.0,4716.38,2243.66,0
14257,12000,36,14.72,414.35,10,MORTGAGE,75000,1,debt_consolidation,14887.21533,12000.0,2887.22,1658.26,0
14258,24951,36,15.7,875.27,3,RENT,132250,0,debt_consolidation,30992.12445,25000.0,5992.12,6259.24,0
14260,850,36,9.01,477.07,10,RENT,71000,0,debt_consolidation,17163.96246,15000.0,2163.96,1902.2,0
14261,20000,36,10.37,648.83,0,RENT,65000,1,debt_consolidation,23357.61019,20000.0,3357.61,655.12,0
14262,10000,36,7.88,312.81,2,OWN,30000,0,home_improvement,10476.51951,10000.0,476.52,8188.04,0
14263,9775,36,6.54,300.54,9,MORTGAGE,75000,0,debt_consolidation,4500.22,3842.08,658.14,300.54,1
14265,11975,60,15.65,289.59,10,RENT,46000,1,other,1106.21,267.07,310.29,289.59,1
14266,3979,36,8.0,141.02,4,RENT,20004,0,debt_consolidation,5076.435,4500.0,576.43,152.97,0
14267,18250,60,12.61,411.61,4,MORTGAGE,47000,1,debt_consolidation,24143.60863,18250.0,5893.61,6466.22,0
14268,8350,36,7.74,287.22,10,MORTGAGE,61476,0,debt_consolidation,10073.75645,9200.0,873.76,333.16,0
14269,17975,36,13.48,610.64,10,MORTGAGE,100000,0,credit_card,21983.81118,18000.0,3983.81,669.61,0
14270,7700,36,12.21,259.86,2,RENT,59000,1,debt_consolidation,9355.413664,7800.0,1555.41,275.64,0
14271,3000,36,8.9,95.26,1,RENT,51000,0,moving,3429.35,3000.0,429.35,101.9,0
14272,5643,60,18.3,260.05,7,MORTGAGE,60000,0,home_improvement,13062.87442,10175.0,2887.87,7873.66,0
14273,6975,36,7.49,217.72,0,MORTGAGE,120000,1,credit_card,7257.951312,7000.0,257.95,1514.84,0
14274,6975,36,7.29,217.07,8,RENT,70356,0,major_purchase,7084.0,7000.0,84.0,2.07,0
14275,7496,36,12.09,665.15,10,MORTGAGE,290004,1,home_improvement,23985.12964,20000.0,3951.87,12.53,0
14276,5000,36,5.79,151.64,2,RENT,60000,0,major_purchase,5192.25245,5000.0,192.25,690.57,0
14277,6233,36,12.53,240.96,2,RENT,54600,1,house,8674.416393,7200.0,1474.42,250.45,0
14278,7000,60,10.74,151.3,10,MORTGAGE,75000,1,other,7698.809492,7000.0,698.81,6036.56,0
14279,9767,36,12.87,336.34,0,MORTGAGE,100000,0,debt_consolidation,11917.6922,10000.0,1917.7,3514.43,0
14280,14000,36,12.42,467.82,6,OWN,52000,0,debt_consolidation,16631.40425,14000.0,2631.4,4481.39,0
14281,3625,36,16.29,127.97,10,RENT,19800,1,other,4606.63725,3625.0,981.64,129.78,0
14282,12000,36,10.74,391.39,0,MORTGAGE,51996,0,debt_consolidation,12786.78566,12000.0,786.79,10050.62,0
14283,4000,36,11.11,131.17,1,MORTGAGE,25000,1,credit_card,4478.234102,4000.0,478.23,466.61,0
14285,24950,60,13.49,575.12,10,OWN,49200,1,house,29738.00778,25000.0,4738.01,19395.69,0
14286,11500,60,19.41,300.92,2,MORTGAGE,35000,1,major_purchase,15646.28808,11500.0,4146.29,8141.24,0
14287,14954,60,13.98,348.87,10,RENT,43920,0,debt_consolidation,10814.32,6448.29,4353.04,348.87,1
14288,9000,36,13.8,306.73,10,MORTGAGE,71700,1,debt_consolidation,10991.15116,9000.0,1991.15,1799.08,0
14289,9600,60,16.45,235.76,8,MORTGAGE,162000,0,home_improvement,5812.41,2787.11,2621.8,235.76,1
14290,5678,36,11.49,197.83,4,MORTGAGE,141600,0,other,6404.910387,6000.0,404.91,840.57,0
14291,18042,60,15.7,439.09,10,MORTGAGE,78000,1,credit_card,25986.70317,18175.0,7811.7,4935.8,0
14292,3000,36,17.19,107.24,0,RENT,19200,0,debt_consolidation,3621.248893,3000.0,621.25,1801.07,0
14293,6975,60,9.99,446.09,6,MORTGAGE,93000,1,home_improvement,3113.09,1378.57,851.03,446.09,1
14294,6000,36,8.9,190.52,4,OWN,100000,1,home_improvement,6858.690043,6000.0,858.69,197.28,0
14295,7500,36,9.63,240.71,10,RENT,64800,0,credit_card,8654.430556,7500.0,1154.43,967.64,0
14296,12900,36,7.88,406.66,3,MORTGAGE,37000,0,debt_consolidation,7718.75,6472.61,1246.14,406.66,1
14297,4407,36,14.11,205.38,1,RENT,35004,1,debt_consolidation,7412.009936,6000.0,1412.01,236.35,0
14298,5900,36,6.17,179.95,0,RENT,119000,0,debt_consolidation,6308.440043,5900.0,408.44,3434.88,0
14299,14018,36,6.91,462.54,4,RENT,61656,1,debt_consolidation,16651.57255,15000.0,1651.57,468.49,0
14300,2000,36,7.51,62.23,10,MORTGAGE,56004,1,home_improvement,2240.054731,2000.0,240.05,71.88,0
14301,6075,36,11.71,200.94,0,RENT,23850,1,credit_card,7202.202146,6075.0,1127.2,1152.9,0
14302,20000,60,13.49,460.1,1,RENT,50000,1,wedding,20226.34,20000.0,226.34,20226.64,0
14303,3000,36,9.32,95.85,1,RENT,225000,0,debt_consolidation,3450.195662,3000.0,450.2,108.15,0
14304,8416,36,13.47,325.66,9,MORTGAGE,120579,1,home_improvement,11420.75229,9600.0,1820.75,4271.1,0
14305,5000,36,11.11,163.96,3,RENT,45000,0,major_purchase,5902.718396,5000.0,902.72,197.95,0
14306,11861,36,12.53,411.64,1,MORTGAGE,31200,1,debt_consolidation,14837.7017,12300.0,2518.92,463.46,0
14307,3500,36,13.72,119.15,0,MORTGAGE,65000,0,home_improvement,4085.63,3233.52,815.22,117.31,1
14308,12600,60,19.42,329.77,3,RENT,55000,1,credit_card,18094.17,11010.62,7083.55,329.77,0
14309,2871,36,9.76,192.93,0,RENT,25200,0,debt_consolidation,6945.386576,6000.0,945.39,198.84,0
14310,13000,36,14.35,446.53,10,RENT,36288,1,small_business,9366.29,6062.76,3303.53,467.88,1
14311,14000,36,12.99,471.65,1,MORTGAGE,116004,1,debt_consolidation,16540.2395,14000.0,2540.24,6175.65,0
14312,6925,36,6.03,213.05,6,MORTGAGE,44000,1,debt_consolidation,7669.749881,7000.0,669.75,215.0,0
14313,8950,36,15.58,314.56,10,RENT,59321,1,debt_consolidation,11324.45022,9000.0,2324.45,338.19,0
14314,4350,36,11.49,143.43,9,MORTGAGE,124000,0,credit_card,5163.263748,4350.0,813.26,153.15,0
14315,5695,60,11.86,133.05,4,MORTGAGE,46000,0,major_purchase,7278.189425,6000.0,1278.19,1559.16,0
14316,12500,60,14.79,296.0,2,MORTGAGE,80000,1,credit_card,7050.7,3554.51,2943.85,296.0,1
14317,9000,36,8.49,284.07,7,RENT,42000,0,debt_consolidation,10226.3622,9000.0,1226.36,339.78,0
14318,2000,36,10.0,64.54,5,RENT,32640,1,other,1218.01,920.87,235.51,129.08,1
14319,5000,36,9.32,159.74,10,OWN,60000,0,other,5750.36718,5000.0,750.37,178.42,0
14320,24644,60,20.53,669.75,10,OWN,75000,1,home_improvement,38605.99694,25000.0,13606.0,10539.78,0
14321,4475,60,13.35,103.2,10,MORTGAGE,64800,1,credit_card,2175.93,1244.93,916.0,221.4,1
14322,10975,36,10.99,360.08,2,MORTGAGE,205000,0,other,12943.13558,11000.0,1943.14,1461.85,0
14323,5602,36,15.68,210.01,2,RENT,85000,1,wedding,7568.353826,6000.0,1568.35,431.05,0
14324,8029,36,8.0,282.03,9,RENT,51840,0,major_purchase,10152.89774,9000.0,1152.9,304.84,0
14325,14556,36,15.65,510.8,3,OWN,97000,0,debt_consolidation,3059.1,1982.21,1076.89,510.8,1
14326,14475,60,10.74,313.39,5,MORTGAGE,45000,1,debt_consolidation,17193.92423,14500.0,2693.92,4504.99,0
14327,4500,36,7.4,139.77,3,MORTGAGE,60000,0,car,5031.533073,4500.0,531.53,146.77,0
14328,8000,36,11.11,262.33,6,RENT,46000,1,debt_consolidation,9443.738468,8000.0,1443.74,304.81,0
14329,3100,36,9.25,114.9,10,MORTGAGE,97000,0,medical,4136.510271,3600.0,536.51,124.4,0
14330,24000,36,9.91,773.4,4,RENT,120000,1,debt_consolidation,27381.77608,24000.0,3381.78,7065.04,0
14331,10675,36,10.25,348.14,3,RENT,24960,1,debt_consolidation,12524.90734,10750.0,1774.91,1097.49,0
14332,4950,36,7.88,156.41,5,MORTGAGE,95000,1,major_purchase,5630.830366,5000.0,630.83,161.56,0
14333,6000,36,6.03,182.62,10,RENT,41000,0,debt_consolidation,6574.060001,6000.0,574.06,184.61,0
14334,14975,60,20.11,398.33,6,MORTGAGE,75000,1,home_improvement,17467.04174,15000.0,2467.04,9493.61,0
14335,2950,36,11.11,98.38,6,RENT,43000,1,vacation,420.32,212.28,80.79,98.38,1
14336,11700,60,8.9,248.52,4,MORTGAGE,118392,1,car,13481.00127,12000.0,1481.0,9034.86,0
14337,30000,60,20.3,799.84,0,MORTGAGE,525000,1,other,5780.42,1828.29,2966.49,799.84,1
14338,1200,36,8.32,37.79,3,RENT,33000,0,wedding,1230.55,1200.0,30.55,16.36,0
14339,5000,36,13.98,170.84,3,RENT,98000,1,debt_consolidation,6096.718135,5000.0,1096.72,1322.25,0
14340,17250,36,19.42,635.99,4,RENT,60000,1,credit_card,22149.94859,17250.0,4899.95,7525.06,0
14341,24688,36,15.31,870.39,10,MORTGAGE,70000,1,debt_consolidation,31333.78864,25000.0,6333.79,872.57,0
14342,8000,36,8.49,252.51,1,MORTGAGE,96000,1,home_improvement,4039.49,3287.26,729.38,252.51,1
14343,1500,36,15.23,52.17,2,RENT,36000,1,moving,1640.222156,1500.0,140.22,1277.42,0
14344,11500,36,14.79,397.47,3,RENT,63000,1,debt_consolidation,14308.90461,11500.0,2808.9,423.95,0
14345,8000,36,6.03,243.49,10,MORTGAGE,53000,1,debt_consolidation,8761.770143,8000.0,761.77,729.49,0
14346,21047,60,15.58,512.03,10,MORTGAGE,65000,1,credit_card,26938.98038,21250.0,5688.98,15184.22,0
14347,14998,60,13.49,368.08,3,RENT,52000,0,debt_consolidation,21340.15,15259.92,6061.88,368.08,0
14348,2950,60,15.95,71.66,0,MORTGAGE,88200,0,other,4299.540001,2950.0,1349.54,143.26,0
14349,9600,60,15.28,229.8,5,RENT,42000,1,car,13188.16,9600.0,3588.16,803.35,0
14350,3575,36,14.72,124.31,10,MORTGAGE,83137,1,other,4258.635836,3600.0,658.64,2024.58,0
14351,5000,36,9.91,161.13,10,RENT,53000,1,medical,5792.590678,5000.0,792.59,640.94,0
14352,14082,60,16.82,358.97,7,RENT,32000,1,debt_consolidation,9885.94,4821.78,4510.31,44.2,1
14353,3000,36,11.99,99.63,3,MORTGAGE,50496,0,other,3169.94,3000.0,169.94,2672.61,0
14354,13875,36,10.75,469.74,2,RENT,31800,1,debt_consolidation,15344.99868,14400.0,945.0,12063.5,0
14355,7250,36,13.79,579.29,3,RENT,50000,1,debt_consolidation,18956.01246,17000.0,1956.01,3087.06,0
14356,19950,60,20.99,540.28,10,RENT,148500,1,debt_consolidation,31182.2801,19975.0,11207.28,8516.36,0
14357,2368,36,11.78,165.55,10,RENT,75000,0,debt_consolidation,5959.658827,5000.0,959.66,168.84,0
14358,8000,36,12.42,267.33,4,RENT,20000,1,car,9620.118102,8000.0,1605.12,257.17,0
14359,17000,36,16.77,604.16,0,RENT,90000,1,credit_card,20146.02449,17000.0,3146.02,11100.07,0
14360,7400,60,11.12,161.34,3,RENT,21636,0,debt_consolidation,9657.660007,7400.0,2257.66,1125.43,0
14361,14975,60,10.99,422.25,4,MORTGAGE,249996,1,debt_consolidation,19603.25333,19425.0,178.25,19605.16,0
14362,1250,36,7.49,46.66,2,RENT,32000,0,major_purchase,1554.106933,1500.0,54.11,494.22,0
14363,24374,36,12.87,840.83,6,OWN,157500,1,debt_consolidation,30243.18754,24999.99,5243.2,2514.7,0
14364,13175,36,9.99,425.87,10,MORTGAGE,54000,0,debt_consolidation,15332.82316,13200.0,2132.82,476.12,0
14365,4200,36,5.99,127.76,1,MORTGAGE,67000,0,credit_card,4515.744996,4200.0,315.74,2090.08,0
14366,7000,36,8.94,222.41,10,OWN,149385,0,other,8006.353039,7000.0,1006.35,245.42,0
14367,12600,36,6.92,388.6,3,RENT,190000,1,renewable_energy,13989.22961,12600.0,1389.23,396.75,0
14369,19750,60,15.27,478.64,8,RENT,75000,1,credit_card,13432.51,6200.04,5285.29,83.04,1
14370,3300,36,13.06,111.29,6,MORTGAGE,20400,1,renewable_energy,4006.240116,3300.0,706.24,118.57,0
14371,8000,36,12.53,267.74,5,RENT,47004,0,debt_consolidation,9638.233174,8000.0,1638.23,280.24,0
14372,9175,60,11.49,202.29,1,MORTGAGE,94568,1,other,11758.61041,9200.0,2558.61,3924.78,0
14373,11825,36,8.94,381.26,1,RENT,65000,0,other,13725.86149,12000.0,1725.86,405.63,0
14375,5364,36,15.68,385.02,10,RENT,70000,0,home_improvement,10434.58,7044.23,2571.13,795.27,1
14376,10000,36,9.91,322.25,4,RENT,24000,1,credit_card,3542.29,2743.91,798.38,644.5,1
14377,12849,36,15.31,448.25,0,RENT,50000,1,debt_consolidation,14948.21,11547.35,3226.54,470.66,1
14379,7750,36,6.62,237.96,3,MORTGAGE,70000,0,car,8566.29401,7750.0,816.29,243.64,0
14380,9800,60,12.42,220.09,0,MORTGAGE,39996,1,major_purchase,12910.96999,9800.0,3110.97,3674.5,0
14381,5500,36,16.07,193.57,10,MORTGAGE,47245,0,other,6714.503983,5500.0,1214.5,2662.5,0
14382,1500,36,13.06,50.59,10,MORTGAGE,35000,0,other,1820.447962,1500.0,320.45,104.82,0
14383,9000,36,11.71,297.69,1,RENT,51000,0,debt_consolidation,3363.2,2189.86,782.44,297.69,1
